@relation BTC-all
@attribute Date date yyyy-MM-dd
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric
@attribute 'Adj Close' numeric
@attribute Volume numeric
@attribute SMA_7 numeric
@attribute SMA_14 numeric
@attribute EMA_7 numeric
@attribute EMA_14 numeric
@attribute RSI numeric
@attribute Stoch_RSI numeric
@attribute Upper_BB numeric
@attribute Lower_BB numeric
@attribute MACD numeric

@data
2014-10-28,353.214996,359.984009,352.678986,357.618011,357.618011,7845880,358.928859,373.1355,360.199373,366.168162,26.59727,0,407.000618,341.261085,-8.775226
2014-10-29,357.088989,357.833008,335.342987,335.591003,335.591003,18192700,352.133575,368.908214,354.047254,362.08252,22.686407,0,409.625952,335.692252,-10.473915
2014-10-30,335.709015,350.912994,335.071991,345.304993,345.304993,30177900,350.260433,366.247428,351.861682,359.841386,32.401375,0.170521,410.516219,333.176283,-10.91053
2014-10-31,345.009003,348.045013,337.141998,338.321014,338.321014,12545400,347.399863,363.001929,348.476507,356.967413,29.646025,0.122158,411.960112,329.33459,-11.685398
2014-11-01,338.649994,340.528992,321.054993,325.748993,325.748993,16677200,344.325291,358.309572,342.794618,352.799187,21.806794,0,413.709058,322.305642,-13.162217
2014-11-02,326.075012,329.049988,320.626007,325.891998,325.891998,8603620,340.20929,353.762859,338.568958,349.207253,22.264543,0.0089,412.870114,316.692386,-14.157865
2014-11-03,325.569,334.002014,325.480988,327.553986,327.553986,12948500,336.575714,349.813501,335.815212,346.317146,24.801979,0.058917,408.797001,313.433898,-14.644007
2014-11-04,327.161011,331.766998,325.076996,330.492004,330.492004,15655500,332.70057,345.814715,334.484409,344.205224,24.324677,0.057653,404.687882,311.114917,-14.623633
2014-11-05,330.683014,343.368988,330.683014,339.485992,339.485992,19817200,333.256997,342.695286,335.734806,343.575501,30.96218,0.343052,401.713922,309.781876,-13.72355
2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,18797000,333.826285,342.043359,339.123608,344.337952,45.425576,0.884995,398.115063,309.933936,-12.079876
2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,16834200,334.411142,340.905502,339.946458,344.081409,42.525624,0.877218,392.221641,310.92466,-11.202868
2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,337.231001,340.778146,341.331846,344.269051,49.095508,1,385.922913,312.81759,-10.142946
2014-11-09,345.376007,363.626007,344.255005,363.264008,363.264008,24205600,342.569859,341.389574,346.814887,346.802828,53.929993,1,382.107567,314.674837,-7.778906
2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,30450100,348.194148,342.384931,351.842169,349.486677,56.285462,1,377.409248,317.418056,-5.546122
2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,15838900,353.508863,343.104717,355.805379,351.915258,54.709184,0.954283,373.376898,319.904108,-3.672083
2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,45783200,365.519579,349.388288,372.744287,361.470765,81.232249,1,393.332727,306.46268,2.294576
2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,58945000,375.726004,354.776145,384.741962,369.374625,78.15728,0.948255,406.7481,299.286306,6.717721
2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,29589200,383.640717,359.025929,388.01097,373.167892,69.848596,0.808438,412.778397,298.310709,8.278458
2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,15727500,388.018572,362.624786,385.041476,373.563313,65.84502,0.739057,414.581243,298.650761,7.677058
2014-11-16,374.730011,390.799011,374.60199,387.881989,387.881989,11905600,391.535427,367.052643,385.751604,375.472778,68.168652,0.770442,417.94409,298.777211,8.05563
2014-11-17,388.348999,410.199005,377.502014,387.40799,387.40799,41518800,394.461709,371.327929,386.165701,377.064363,67.665635,0.761603,420.828504,298.871795,8.222618
2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,32222500,395.533565,374.521214,383.423775,376.815484,62.510073,0.627568,422.059577,301.601422,7.285727
2014-11-19,373.895996,386.480988,373.895996,380.554993,380.554993,18931800,389.389849,377.454714,382.706579,377.314138,61.731118,0.496181,423.848961,303.337037,6.896006
2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,25233200,380.404851,378.065428,376.489934,374.717349,52.27449,0.251866,423.723668,305.414229,4.70006
2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,29850100,373.69485,378.667783,370.079448,371.534516,52.241968,0.097909,422.525075,309.122721,2.368261
2014-11-22,351.604004,364.841003,350.877991,352.920013,352.920013,15273000,370.37871,379.198641,365.789589,369.052412,51.986424,0,421.08905,313.261548,0.679653
2014-11-23,353.174988,370.845001,353.174988,367.572998,367.572998,15151600,367.477426,379.506426,366.235442,368.855145,51.171259,0,419.766499,318.586001,0.517824
2014-11-24,366.947998,387.209015,366.669006,376.901001,376.901001,30930100,365.976427,380.219068,368.901831,369.927981,52.630855,0.048554,418.764212,324.229187,1.129247
2014-11-25,376.885986,394.700989,374.783997,375.347992,375.347992,25442200,365.997855,380.76571,370.513372,370.650681,52.009744,0.027893,418.101399,328.4782,1.471527
2014-11-26,376.019012,377.697998,365.81601,368.369995,368.369995,18601700,364.257141,376.823495,369.977527,370.346578,30.499117,0,417.695864,330.791733,1.166277
2014-11-27,370.502014,373.992004,368.282013,369.670013,369.670013,8748030,365.947144,373.175997,369.900649,370.256367,31.760295,0.032051,416.489167,334.723931,1.017534
2014-11-28,369.373993,382.838013,358.454987,376.446991,376.446991,22946500,369.604143,371.649497,371.537234,371.081807,41.371735,0.288632,415.50126,338.807737,1.430016
2014-11-29,376.152008,387.601013,372.144989,375.490997,375.490997,15375600,372.82857,371.60364,372.525675,371.669714,49.688695,0.509419,415.56615,339.965545,1.660627
2014-11-30,375.51001,382.527008,373.30899,378.046997,378.046997,9194440,374.324855,370.90114,373.906006,372.520037,44.764221,0.383816,415.77638,340.867614,2.026279
2014-12-01,378.248993,383.661987,376.669006,379.244995,379.244995,11763000,374.659712,370.318069,375.240753,373.416715,45.687572,0.474477,416.018636,341.780357,2.385233
2014-12-02,379.25,384.037994,377.863007,381.315002,381.315002,12364100,375.512142,370.754998,376.759315,374.469837,53.619315,0.740273,407.452257,346.122136,2.804411
2014-12-03,381.721985,383.026001,374.346008,375.01001,375.01001,13340100,376.460715,370.358928,376.321989,374.541861,46.755537,0.703126,397.136992,351.864904,2.597906
2014-12-04,375.717987,378.654999,367.759003,369.604004,369.604004,14529600,376.451285,371.199214,374.642493,373.883472,58.631725,1,392.954783,353.225713,1.97526
2014-12-05,369.441986,379.191986,365.756012,376.854004,376.854004,15181800,376.50943,373.056787,375.195371,374.279547,69.009685,1,393.016684,353.235913,2.04327
2014-12-06,376.756989,378.447998,370.945007,374.785004,374.785004,7009320,376.408574,374.618572,375.092779,374.346942,65.983417,0.921417,391.141294,353.801605,1.90822
2014-12-07,374.835999,376.291992,373.274994,375.095001,375.095001,6491650,375.98686,375.155858,375.093334,374.446684,56.957602,0.687045,389.218052,354.493548,1.805395
2014-12-08,374.964996,376.028992,361.885986,361.908997,361.908997,18898700,373.510289,374.085,371.79725,372.774981,37.056667,0.170279,389.025768,353.356932,0.652385
2014-12-09,361.894989,363.066986,344.950989,352.218994,352.218994,32915500,369.353716,372.432929,366.902686,370.034166,32.49156,0.051738,388.9301,350.619,-1.031397
2014-12-10,352.204987,352.384003,346.36499,346.36499,346.36499,16427700,365.261571,370.861143,361.768262,366.87826,33.054042,0.034732,390.435983,347.965616,-2.805832
2014-12-11,344.339996,361.356995,338.763,350.506012,350.506012,32431300,362.533286,369.492286,358.9527,364.695283,35.860583,0.092256,390.481566,347.885835,-3.833745
2014-12-12,350.833008,352.983002,349.290985,352.541992,352.541992,16989800,359.060141,367.784786,357.350023,363.074838,31.035909,0,390.52402,347.805579,-4.432987
2014-12-13,352.381012,352.381012,346.588013,347.376007,347.376007,11675900,355.14457,365.776572,354.856519,360.981654,29.09262,0,391.635509,344.674391,-5.264061
2014-12-14,346.72699,353.31601,345.417999,351.631989,351.631989,12415200,351.792712,363.889786,354.050386,359.735028,30.841191,0.043805,391.098666,342.684333,-5.51569
2014-12-15,351.360992,351.815002,344.93399,345.345001,345.345001,17264200,349.426426,361.468358,351.87404,357.816353,27.102635,0,391.06611,339.71659,-6.151504
2014-12-16,345.673004,345.859009,327.062012,327.062012,327.062012,30864900,345.832572,357.593144,345.671033,353.715765,19.939262,0,394.126212,332.525689,-8.038018
2014-12-17,326.855011,333.95401,315.152008,319.776001,319.776001,37567900,342.034145,353.647858,339.197275,349.190454,19.724827,0,397.070214,324.592286,-10.005676
2014-12-18,319.785004,323.709015,304.231995,311.395996,311.395996,39173000,336.447,349.490143,332.246955,344.151185,19.102052,0,399.194508,315.962893,-12.101753
2014-12-19,311.178986,318.53299,306.769012,317.842987,317.842987,23823100,331.489999,345.27507,328.645963,340.64342,18.406462,0,398.987965,310.404635,-13.091777
2014-12-20,317.618988,330.325012,316.044006,329.955994,329.955994,20856700,329.001426,342.072998,328.973471,339.218428,28.329857,0.257409,396.467262,308.116237,-12.751964
2014-12-21,329.542999,329.628998,318.903015,320.842987,320.842987,15207600,324.602997,338.197854,326.94085,336.768367,25.831703,0.398132,393.765859,304.977439,-13.06737
2014-12-22,321.067993,334.117004,320.424988,331.885986,331.885986,22315100,322.68028,336.053353,328.177134,336.117382,36.364949,1,389.263855,304.536542,-12.284644
2014-12-23,332.016998,336.286987,329.60199,334.571991,334.571991,16574200,323.753135,334.792853,329.775848,335.91133,41.441053,1,385.413633,304.342962,-11.317133
2014-12-24,334.38501,334.740997,321.356995,322.533997,322.533997,15092300,324.147134,333.090639,327.965385,334.127684,39.095858,0.898188,382.477181,302.572413,-11.390438
2014-12-25,322.286011,322.670013,316.958008,319.007996,319.007996,9883640,325.234562,330.840781,325.726038,332.111724,35.506151,0.742348,377.438523,301.82647,-11.599341
2014-12-26,319.152008,331.424011,316.627014,327.924011,327.924011,16410500,326.674709,329.082354,326.275531,331.553362,39.346553,0.909072,371.566174,303.01272,-10.919576
2014-12-27,327.583008,328.911011,312.630005,315.863007,315.863007,15185200,324.661425,326.831425,323.6724,329.461314,37.130722,0.812876,364.884636,303.771058,-11.224688
2014-12-28,316.160004,320.028015,311.078003,317.239014,317.239014,11676600,324.146572,324.374784,322.064053,327.831673,35.616257,0.747128,360.625754,303.562942,-11.226053
2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500,321.401433,322.040856,319.715543,325.810118,36.135519,0.769671,358.254878,301.97892,-11.463669
2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,12528300,317.996434,320.874784,317.470907,323.800368,41.957097,1,356.652893,300.018106,-11.673395
2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900,317.662005,320.904569,318.151429,323.319385,50.20114,1,353.32796,300.311737,-10.950356
2015-01-01,320.434998,320.434998,314.002991,314.248993,314.248993,8036550,316.982147,321.108355,317.17582,322.109999,51.40929,1,349.013769,300.796628,-10.733248
2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650,315.140433,320.907571,316.639868,321.166267,48.529165,0.887397,345.297786,301.278212,-10.378369
2015-01-03,314.846008,315.149994,281.082001,281.082001,281.082001,33054400,310.171718,317.416571,307.750401,315.821697,29.18379,0.131056,345.017684,294.503316,-12.690322
2015-01-04,281.145996,287.230011,257.612,264.195007,264.195007,55629100,302.594003,313.370287,296.861553,308.938138,27.371232,0,348.57864,282.82736,-15.704172
2015-01-05,265.084015,278.341003,265.084015,274.473999,274.473999,43962800,297.137429,309.269431,291.264664,304.342919,26.925194,0,350.25414,275.893058,-17.066509
2015-01-06,274.610992,287.553009,272.696014,286.188995,286.188995,23245700,293.630572,305.813503,289.995747,301.922395,31.869935,0.201957,350.294446,272.494052,-17.004847
2015-01-07,286.076996,298.753998,283.07901,294.337006,294.337006,24866800,289.936859,303.799432,291.081062,300.91101,39.11675,0.497938,350.182372,270.900227,-16.112766
2015-01-08,294.13501,294.13501,282.174988,283.348999,283.348999,19982500,285.522574,301.252361,289.148046,298.569408,36.986249,0.410922,350.088061,267.545139,-16.106756
2015-01-09,282.382996,291.114014,280.53299,290.40799,290.40799,18718600,282.004857,298.572645,289.463032,297.481219,36.120397,0.375558,347.632994,266.045405,-15.355385
2015-01-10,287.303009,288.127014,273.966003,274.79599,274.79599,15264300,281.106855,295.639287,285.796271,294.456522,35.195637,0.337788,347.159502,261.914198,-15.837115
2015-01-11,274.608002,279.638,265.039001,265.660004,265.660004,18200800,281.31614,291.955072,280.762204,290.616986,32.391316,0.223252,345.171498,257.279604,-16.762856
2015-01-12,266.145996,272.203003,265.200012,267.79599,267.79599,18880300,280.362139,288.749784,277.520651,287.574186,34.421555,0.306173,341.308837,254.464664,-17.12673
2015-01-13,267.394012,268.277008,219.906006,225.860992,225.860992,72843904,271.743853,282.687212,264.605736,279.34576,26.939375,0.000579,345.506505,240.599696,-20.561881
2015-01-14,223.893997,223.893997,171.509995,178.102997,178.102997,97638704,255.138994,272.537927,242.980051,265.846724,18.045247,0,357.996325,214.019376,-26.828671
2015-01-15,176.897003,229.067001,176.897003,209.843994,209.843994,81773504,244.63828,265.080427,234.696037,258.379693,28.961378,0.358095,356.830214,203.377486,-28.900763
2015-01-16,209.070007,221.591003,199.770996,208.097,208.097,38421000,232.879567,257.442212,228.046278,251.675334,28.534947,0.497815,355.876254,193.554845,-30.334206
2015-01-17,207.834,211.731003,194.875,199.259995,199.259995,23469700,222.08871,251.597783,220.849707,244.686622,31.734361,0.649651,354.013433,183.619764,-31.81653
2015-01-18,200.050003,218.695007,194.505997,210.339005,210.339005,30085100,214.18571,247.750925,218.222031,240.10694,37.657329,0.93074,350.090597,177.309499,-31.731518
2015-01-19,211.470993,216.727997,207.317993,214.860992,214.860992,18658300,206.623568,243.492853,217.381772,236.740813,35.967663,0.850552,344.946595,172.865901,-30.942573
2015-01-20,212.906998,215.240997,205.153,211.315002,211.315002,24051100,204.545569,238.144711,215.865079,233.350705,31.670451,0.646618,336.914335,170.010362,-30.254702
2015-01-21,211.378006,227.787994,211.212006,226.897003,226.897003,29924600,211.516142,233.327568,218.62306,232.490212,34.07014,0.817093,328.180704,170.008793,-28.12798
2015-01-22,227.322006,237.018997,226.434006,233.406006,233.406006,33544600,214.882143,229.760211,222.318797,232.612317,37.948058,1,317.958371,172.068526,-25.621962
2015-01-23,233.516998,234.845001,225.195999,232.878998,232.878998,24621700,218.422429,225.650998,224.958847,232.647875,35.665555,0.885318,313.692118,171.514479,-23.408609
2015-01-24,232.699997,248.210007,230.022003,247.847,247.847,24782500,225.363429,223.72607,230.680885,234.674425,43.263526,1,312.202146,171.36965,-20.213708
2015-01-25,247.352005,255.074005,243.889999,253.718002,253.718002,33582700,231.560429,222.87307,236.440165,237.213569,46.965307,1,309.733147,171.763049,-17.011882
2015-01-26,254.078995,309.384003,254.078995,273.472992,273.472992,106794000,239.933572,223.27857,245.698371,242.048158,51.32407,1,307.551017,172.673578,-12.733565
2015-01-27,273.166992,275.480011,250.653,263.475006,263.475006,44399000,247.385001,225.965285,250.14253,244.905071,60.3086,1,302.081788,175.056608,-10.034056
2015-01-28,263.351013,266.535004,227.046005,233.914993,233.914993,44352200,248.387571,229.951856,246.085646,243.439728,66.990782,1,296.018548,176.176447,-10.162771
2015-01-29,233.348007,238.705994,220.712006,233.513,233.513,32213400,248.402856,231.6425,242.942485,242.116164,58.904618,0.789729,287.445826,179.05967,-10.179869
2015-01-30,232.772003,242.850998,225.839005,226.425003,226.425003,26605200,247.480857,232.951643,238.813114,240.024009,56.628861,0.70663,281.41819,180.250208,-10.642679
2015-01-31,226.440994,233.503998,216.309006,217.464005,217.464005,23348200,243.140429,234.251929,233.475837,237.016009,56.578115,0.705193,276.555357,180.29344,-11.598833
2015-02-01,216.867004,231.574005,212.014999,226.972,226.972,29128500,239.319571,235.44,231.849878,235.676807,56.079446,0.691075,270.803337,181.963062,-11.457304
2015-02-02,226.490997,242.175003,222.658997,238.229004,238.229004,30612100,234.284716,237.109144,233.444659,236.0171,58.14035,0.749424,271.734392,182.268808,-10.317857
2015-02-03,237.453995,245.957001,224.483002,227.268005,227.268005,40783700,229.112287,238.248644,231.900496,234.850554,55.284306,0.644403,267.829234,191.090467,-10.181927
2015-02-04,227.511002,230.057999,221.113007,226.852997,226.852997,26594300,228.103431,238.245501,230.638621,233.784213,49.983795,0.457083,267.587482,193.033119,-9.992501
2015-02-05,227.664993,239.404999,214.725006,217.110992,217.110992,22516400,225.760287,237.081571,227.256714,231.561117,44.139033,0.2705,267.113869,194.408131,-10.507357
2015-02-06,216.923004,230.509995,216.231995,222.266006,222.266006,24435300,225.166144,236.3235,226.009037,230.321769,46.305724,0.128215,265.411215,198.411386,-10.379765
2015-02-07,222.632996,230.298996,222.606995,227.753998,227.753998,21604200,226.636143,234.888286,226.445277,229.9794,42.511608,0,264.793283,200.770818,-9.723724
2015-02-08,227.692993,229.438004,221.076996,223.412003,223.412003,17145200,226.127572,232.723572,225.686959,229.103747,38.575154,0,264.431701,201.987501,-9.44529
2015-02-09,223.389008,223.977005,217.018997,220.110001,220.110001,27791300,223.539143,228.91193,224.292719,227.904581,27.034149,0,263.802473,203.496228,-9.382912
2015-02-10,220.281998,221.807007,215.332001,219.839005,219.839005,21115100,222.477857,225.795072,223.17929,226.82917,29.504379,0.061823,263.94348,202.649421,-9.248731
2015-02-11,219.731995,223.406006,218.074005,219.184998,219.184998,17201900,221.382429,224.74293,222.180717,225.809947,40.502415,0.422594,263.874885,201.295916,-9.090377
2015-02-12,219.207993,222.199005,217.613998,221.764008,221.764008,15206200,222.047145,223.903716,222.07654,225.270489,42.631368,0.501418,263.689822,200.36948,-8.656982
2015-02-13,221.968994,240.259003,221.261993,235.427002,235.427002,42744400,223.927288,224.546716,225.414155,226.62469,55.215646,0.905977,262.238852,200.57845,-7.128848
2015-02-14,235.528,259.808014,235.528,257.321014,257.321014,49732500,228.151147,227.393645,233.39087,230.717534,70.082936,1,263.004438,200.173165,-4.10382
2015-02-15,257.506989,265.610992,227.684006,234.824997,234.824997,56552400,229.781575,227.954573,233.749402,231.265195,53.498959,0.614763,254.234867,205.077936,-3.481572
2015-02-16,234.824997,239.520996,229.022003,233.843002,233.843002,28153700,231.743432,227.641288,233.772802,231.608903,47.848819,0.483514,247.089605,209.259998,-3.032714
2015-02-17,233.421997,245.774994,232.313995,243.610001,243.610001,27363100,235.139289,228.808573,236.232102,233.209049,58.110168,0.721879,248.659565,208.659539,-1.867351
2015-02-18,243.779999,244.251007,232.339996,236.326004,236.326004,25200800,237.588004,229.485216,236.255577,233.624643,54.401176,0.635721,248.982661,208.617744,-1.514096
2015-02-19,236.410004,242.671997,235.591995,240.283005,240.283005,18270500,240.233575,231.14036,237.262434,234.512425,61.377342,0.797774,250.274857,208.711348,-0.904417
2015-02-20,240.251007,247.100998,239.298996,243.779007,243.779007,23876700,241.426719,232.677003,238.891577,235.747969,60.737707,0.782915,251.715664,209.902041,-0.137557
2015-02-21,243.751999,255.320007,243.184006,244.533997,244.533997,12284200,239.600002,233.875574,240.302182,236.919439,58.790677,0.737687,253.375839,209.998065,0.525053
2015-02-22,244.544006,246.391998,233.850998,235.977005,235.977005,19527000,239.764574,234.773075,239.220888,236.793782,56.304124,0.679926,253.143285,210.005419,0.355599
2015-02-23,235.994995,240.108994,232.421005,238.891998,238.891998,16400000,240.485859,236.114646,239.138665,237.073544,59.460057,0.738214,253.861904,210.4492,0.451319
2015-02-24,238.998001,239.901001,236.401993,238.735001,238.735001,14200400,239.789431,237.46436,239.037749,237.295071,59.528417,0.643194,254.495311,211.003993,0.508647
2015-02-25,238.889999,239.339996,235.529999,237.470001,237.470001,11496200,239.952859,238.770432,238.645812,237.318395,59.163854,0.602242,254.303269,213.231936,0.446853
2015-02-26,237.337006,237.710007,234.257004,236.425995,236.425995,13619400,239.401858,239.817716,238.090858,237.199409,57.462939,0.432404,254.305907,214.645297,0.310064
2015-02-27,236.436005,256.653015,236.436005,253.828003,253.828003,44013900,240.837429,241.132074,242.025144,239.416555,59.022663,0.502554,257.119837,214.438768,1.587554
2015-02-28,253.520004,254.692001,249.479004,254.263,254.263,13949300,242.227286,240.913644,245.084608,241.396081,48.100895,0.018633,259.347413,215.296292,2.605045
2015-03-01,254.283005,261.660004,245.932999,260.201996,260.201996,25213700,245.687999,242.726287,248.863955,243.903536,69.839739,1,262.043151,216.609753,3.846304
2015-03-02,260.356995,276.300995,258.312988,275.670013,275.670013,40465700,250.942001,245.71393,255.56547,248.139066,76.661449,1,268.220911,216.015093,6.008884
2015-03-03,275.04599,285.79599,268.161011,281.701996,281.701996,50461300,257.080144,248.434787,262.099601,252.614124,75.49461,0.959145,274.55891,215.928795,8.115919
2015-03-04,281.98999,284.225006,268.126007,273.09201,273.09201,41383000,262.169002,251.060931,264.847704,255.344509,74.177992,0.913046,277.455554,218.164951,8.987405
2015-03-05,272.739014,281.666992,264.769012,276.178009,276.178009,41302400,267.847861,253.624859,267.68028,258.122309,73.878754,0.902569,281.446807,218.248799,9.813948
2015-03-06,275.600006,277.608002,270.015015,272.722992,272.722992,28918900,270.547145,255.692287,268.940958,260.069066,69.265171,0.741032,283.699699,217.536104,10.074072
2015-03-07,272.294006,277.854004,270.132996,276.260986,276.260986,17825900,273.689715,257.9585,270.770965,262.227989,70.363141,0.779475,286.781621,218.597781,10.445301
2015-03-08,276.433014,277.858002,272.565002,274.354004,274.354004,22067900,275.71143,260.699715,271.666725,263.844791,76.930103,1,288.9061,220.524403,10.464991
2015-03-09,274.812012,292.700989,273.893005,289.606995,289.606995,59178200,277.702427,264.322214,276.151792,267.279751,80.335211,1,294.124152,219.906049,11.577922
2015-03-10,289.862,300.044006,289.743011,291.76001,291.76001,67770800,279.139287,268.109715,280.053847,270.543786,80.97726,1,298.629701,220.943901,12.489684
2015-03-11,291.524994,297.390991,290.507996,296.378998,296.378998,33963900,282.465999,272.317501,284.135134,273.988481,83.116904,1,303.548354,221.634847,13.430162
2015-03-12,296.127014,297.088013,292.412994,294.354004,294.354004,32585200,285.06257,276.455215,286.689852,276.703884,82.210155,0.974105,307.409977,222.830724,13.852415
2015-03-13,294.118011,294.497986,285.337006,285.337006,285.337006,31421500,286.864572,278.705859,286.35164,277.854967,69.321915,0.606038,309.204664,225.116338,13.306073
2015-03-14,284.441986,286.34201,280.976013,281.88501,281.88501,22612300,287.668004,280.678859,285.234983,278.392306,66.333955,0,309.286209,229.625593,12.451018
2015-03-15,281.424988,286.528992,280.996002,286.393005,286.393005,11970100,289.387861,282.549646,285.524488,279.459066,65.754378,0,309.59908,234.062823,11.998824
2015-03-16,285.684998,294.112,285.684998,290.592987,290.592987,21516100,289.528717,283.615572,286.791613,280.943589,60.3841,0,309.660672,239.18703,11.842843
2015-03-17,290.595001,292.36499,284.373993,285.505005,285.505005,21497200,288.635145,283.887216,286.469961,281.551777,52.68154,0,307.740071,245.911131,11.179796
2015-03-18,285.066986,285.335999,249.869995,256.299011,256.299011,57008000,282.909433,282.687716,278.927224,278.184742,40.824192,0,304.213279,251.425225,8.203086
2015-03-19,255.880005,264.243988,248.636002,260.928009,260.928009,52732000,278.13429,281.59843,274.42742,275.883844,41.805474,0.023202,303.373566,252.974939,6.146689
2015-03-20,260.955994,264.847992,259.161987,261.748993,261.748993,18456700,274.764574,280.814573,271.257813,273.999197,43.931377,0.073469,302.440919,254.656185,4.530995
2015-03-21,261.644012,262.196014,255.649994,260.024994,260.024994,17130100,271.641715,279.654859,268.449608,272.13597,40.837672,0.000319,302.460797,254.618607,3.075976
2015-03-22,259.916992,269.747009,259.589996,267.959991,267.959991,18438100,269.008427,279.198144,268.327204,271.579173,46.621569,0.137077,302.514489,253.793913,2.533941
2015-03-23,267.894989,277.296997,261.744995,266.73999,266.73999,22811900,265.600856,277.564787,267.930401,270.933949,35.813972,0,302.222337,252.589864,1.983071
2015-03-24,266.576996,267.002991,244.154999,245.595001,245.595001,40073700,259.899427,274.267286,262.346551,267.555422,26.822211,0,304.614635,247.447865,-0.157901
2015-03-25,247.472,249.190002,236.514999,246.197006,246.197006,35866900,258.456284,270.682858,258.309165,264.707634,23.746476,0,306.074701,242.989699,-1.785478
2015-03-26,246.276001,254.354004,244.904999,248.531998,248.531998,25730000,256.685425,267.409858,255.864873,262.550882,26.104979,0.051749,306.944045,239.701255,-2.854031
2015-03-27,248.565994,256.811005,245.212997,247.029007,247.029007,17274900,254.58257,264.673572,253.655906,260.481299,28.32471,0.107502,307.429778,236.292325,-3.778589
2015-03-28,246.975006,254.205002,246.975006,252.798004,252.798004,16040900,253.550143,262.595929,253.441431,259.456859,33.962598,0.243195,307.326923,234.239579,-3.999691
2015-03-29,252.740005,253.139008,240.850006,242.712997,242.712997,21699400,249.943429,259.475928,250.759322,257.224345,27.311896,0.097316,305.902902,230.974201,-4.931841
2015-03-30,242.878998,249.242004,239.214005,247.526001,247.526001,23009600,247.198574,256.399715,249.950992,255.931232,27.771864,0.139118,303.112464,229.341237,-5.222012
